App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month
Swiggy,2023-04-16 09:50:43,"When I have canceled my order , swiggy was charged on my next order , this is dis respect of customer, zomato is better than swiggy",1,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2023-04-16 09:52:01,4.28.2,2023-04
Swiggy,2023-01-22 16:15:37,Please don't download this app the worst app ever I just ordered my food and it had a stapler pin in it so I used there help desk and they didn't even let me talk to the agent and just closed the chat and this is not 1st time whenever I have an issue they do not resolve it if there would be an option i would give stars in minus so I just gonna uninstall it but this review was needed to make everyone aware.,1,1,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2023-01-22 16:22:01,4.23.2,2023-01
Swiggy,2022-06-20 08:56:25,Worst app. I have ordered family pack mutton biryani but received only few item's in it the rest were missing when I tried contacting through phone they said that I have to write a mail but when I sent them mail they say that it is not possible to give refund where as I shared the pics as proof yet no response from them.. cheaters app it is. The immediate day when I ordered cup cakes I had spillage issue they said to write the mail again but till now no response. I suggest to use Zomato instead,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-06-20 09:01:59,4.11.0,2022-06
Swiggy,2022-04-02 23:09:23,🩸🩸🩸Extremely poor customers support. Paid full for an order and not receive what written for which they first offer penny 10 percent refund and then said they will refund but will give coupon not refund full and dont have facility to refund back to card!!!!! Not only that but after that for every respond they started to take 10/15 and 20 mins of time in chat customer support. And all time respond was copy paste of the earlier messages. Support Person was Bharathi. Date 2/04/2022,1,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2022-04-02 23:11:58,4.5.0,2022-04
Swiggy,2023-04-29 15:20:37,"Worst app ever ! I ordered pizza but got no topping on it, simply pizza base! When i tried to report the issue it didn't let me contact any agent! Never gonna use it again!",1,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2023-04-29 15:21:53,,2023-04
Swiggy,2023-07-22 15:49:56,Takes too long to assign delivery partners.,1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,2023-07-22 15:52:22,4.36.3,2023-07
Swiggy,2023-07-01 16:58:57,"Not on time swiggy always delayed order,and very expensive, agar majboori ho tabhi mangaye nahi to khud hi Jake samaan laye, and I have received my swiggy order by Zomato packing",2,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2023-07-01 17:02:01,4.35.3,2023-07
Swiggy,2022-01-28 15:20:48,"Delivered wrong quantity... When asked the only option was refund... Now the offers not applicable, had to pay higher price, , also got delivered after much delay... Being registered for Swiggy one, the experience was very bad",1,1,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2022-01-28 23:32:30,4.1.1,2022-01
Swiggy,2022-04-03 05:04:17,Too much Delayed delivery evrn after swiggy one subscription. 1hr almost or more than that most of the times to get a food.. If u want dinner at night u have to order supper at afternoon. And for meals you order in the morning if u wish to have at afternoon. Every time same excuses for delay in delivery. Worst CC. To escalate any issue u have to wait for another 1hr to 1.30 hrs with CC. people are not supposed to be in food delivery industry.,1,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2022-04-03 05:11:56,,2022-04
Swiggy,2023-04-10 06:09:12,Nice very fast delivery and testy pizza and not testy bargar,4,0,"Hey there, appreciate your feedback, we give utmost priority to our user's feedback and would request you to share yours on swiggysocial@swiggy.in and we can work towards implementing them to provide better services.",2023-04-10 06:12:02,4.29.1,2023-04
Swiggy,2023-04-14 07:58:31,Worst service. It's better to order from ZOMATO rather than Swiggy,1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2023-04-14 08:01:56,4.30.0,2023-04
Swiggy,2022-10-13 11:04:25,"I'm sharing my experience of first order I made on swiggy, it was delivered in 110 mins, way past their delivery timeline. I ordered in the day time only, they didn't had delivery partners in Delhi (capital city). After 45 mins I reached to swiggy assistant to cancel that order because I was starving and they suggested to wait. My last request was the food should be hot atleast. They delivered cold chicken nuggets and fries and wasted my 500 bugs 😔 I had disheartened experience yar with swigy",1,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2022-10-13 11:11:53,4.18.2,2022-10
Swiggy,2022-05-06 03:15:05,Swiggy has become worse experience in the recent times delivery is taking more than 1 hour with in 6 to 7 kms . I have ordered a briyani late night 2 days back even after 40 min from the time i have booked my order it shows restaurant is preparing food i just cancelled the order and swiggy has charged me Full 371 rs for cancellation there should be a cancellation fees how you have changed full amount. That is my last order on swiggy will be never ever order on swiggy.,2,0,,,4.7.7,2022-05
Swiggy,2023-04-29 08:40:24,By buying membership it helps me a lot thanks for such offers swiggy I have literally saved 8000 rupees by buying the membership of 1200 and still 6 months are left,5,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-04-29 08:41:58,4.31.1,2023-04
